page_id	post_id	post_type	post_unix_time	post_time	post_text	total_reaction_count	comment_count	share_count	like_count	love_count	wow_count	haha_count	support_count	sorry_count	anger_count
112446317105559	575468970803289	Photo	1649738014	2022-04-12 04:33:34	でーん！ #chichan	11535	1811	83	6355	4696	19	183	233	39	10
112446317105559	575097684173751	Photo	1649688908	2022-04-11 14:55:08	オープニングナイトのゲスト！、えいみちゃん。😇 #深田えいみ #eimifukada	21915	4070	45	13591	6944	53	464	322	472	69
112446317105559	574823684201151	Photo	1649665818	2022-04-11 08:30:18	喉が渇いた？ 🤤 #深田えいみ #eimifukada	75592	19032	821	45436	26301	378	1536	1404	496	41
112446317105559	574715210878665	Posts	1649652246	2022-04-11 04:44:06	しみけんさんと！😹 #深田えいみ #eimifukada	27429	5360	110	16804	5071	121	4200	260	856	117
112446317105559	574637087553144	Photo	1649642851	2022-04-11 02:07:31	今日も筋トレ頑張ってきました！自分に拍手👏👏 #深田えいみ #eimifukada	25759	4762	105	14639	10057	81	407	470	95	10
112446317105559	573595017657351	Photo	1649517459	2022-04-09 15:17:39	1v1 only mid? G? 🧜‍♀️🌊 #深田えいみ #eimifukada	42877	6953	1250	20043	7918	228	13569	527	575	17
112446317105559	573435644339955	Photo	1649503551	2022-04-09 11:25:51	中華風🐲🌶 #深田えいみ #eimifukada	32332	7174	170	17977	13082	64	435	630	127	17
112446317105559	572747551075431	Photo	1649429330	2022-04-08 14:48:50	𝓞𝓥𝓔𝓡𝓣𝓘𝓜𝓔 👩‍💼💼 #深田えいみ #eimifukada	61570	11578	474	38097	20847	260	938	1080	324	24
112446317105559	572583464425173	Photo	1649417558	2022-04-08 11:32:38	初コラボです！！うんぱいさん！！！ https://youtu.be/DIwbc4JGuw4 #深田えいみ #eimifukada	33597	8672	283	19255	6350	299	2521	356	4736	80
112446317105559	572423004441219	Photo	1649403225	2022-04-08 07:33:45	ベトナム人から貰ってた⁈ ゲムらしい 🤣 #深田えいみ #eimifukada	78733	19493	2674	36325	10270	403	28476	771	2462	26
112446317105559	571852687831584	Posts	1649333373	2022-04-07 12:09:33	一つ結び👱🏼‍♀️ #深田えいみ #eimifukada	28177	6729	287	14818	12261	65	327	613	83	10
112446317105559	571635111186675	Photo	1649305826	2022-04-07 04:30:26	せーの！ごろん 😉 #深田えいみ #eimifukada	14191	2701	33	8417	4157	36	1128	199	226	28
112446317105559	571121971237989	Posts	1649247076	2022-04-06 12:11:16	中性的女子👧🏼🧒🏼 #深田えいみ #eimifukada	90481	23295	3670	44038	42623	444	1141	1885	327	23
112446317105559	570389757977877	Photo	1649150634	2022-04-05 09:23:54	【大惨事】軽いノリでメントスコーラしたらびしょ濡れになってしまい部屋終了www https://youtu.be/tyD1w_NJ4Wg #mentos #coke #深田えいみ #eimifukada	15004	3391	64	8228	2746	57	3525	179	257	12
112446317105559	570340161316170	Posts	1649145060	2022-04-05 07:51:00	エクササイズ頑張ります😎🤍 #深田えいみ #eimifukada	29326	5812	193	16699	11422	90	440	548	113	14
112446317105559	568974798119373	Photo	1648967075	2022-04-03 06:24:35	良い日曜日を！あなたが素晴らしい一日を過ごしていることを願っています！☺️😇 #深田えいみ #eimifukada	24386	3661	111	14395	9084	43	331	426	96	11
112446317105559	568469234836596	Photo	1648903654	2022-04-02 12:47:34	今日もお疲れ様☺️🤍 #深田えいみ #eimifukada	74092	10833	1249	42103	29440	291	659	1394	170	35
112446317105559	568225218194331	Posts	1648873201	2022-04-02 04:20:01	Best wishes! 🧖‍♀️🧖‍♂ #photoshopped	53619	6903	350	18961	3223	242	28620	281	2073	219
112446317105559	396833312000190	Photo	1648826528	2022-04-01 15:22:08	None	320774	51036	4605	175745	130181	846	5650	6659	1549	144
112446317105559	567726704910849	Posts	1648811419	2022-04-01 11:10:19	Yes ma'am, sir. Mabuhay. ❤️️🇵🇭	15602	2102	130	6381	1584	60	6967	114	457	39
112446317105559	567560178260835	Photo	1648794856	2022-04-01 06:34:16	真っ赤👀❤️🔥 #深田えいみ #eimifukada	45968	8724	431	25554	18667	144	532	919	129	23
